CaseID,CreationTimestamp,Department,Category,Type,Detail,StreetAddress,Neighborhood,County,ZipCode,Latitude,Longitude,Status,ClosedDate,ExceededEstimatedTimeframe
C2019117274,2019-06-19T09:08:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,5225 Union Ave,Blue Vue Hills,Jackson,64133.0,39.025952,-94.427897,RESOL,2019-12-02,Y
C2019135031,2019-07-18T13:20:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,3942 College Ave,Oak Park Southeast,Jackson,64130.0,39.053578,-94.545901,RESOL,2019-12-02,Y
C2020132760,2020-10-07T14:13:00Z,Health,Public Health,Disease Control,All,6400 NW Waukomis Dr,Line Creek And Northern Heights,Platte,64151.0,39.210434,-94.612516,RESOL,2020-10-13,N
C2020132801,2020-10-07T14:50:00Z,Health,Public Health,Food Establishment,Other,414 E 12th St,CBD Downtown,Jackson,64106.0,39.100387,-94.577919,RESOL,2020-10-12,N
C2019195670,2019-11-21T18:19:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,639 E 74th Ter,Tower Homes,Jackson,64131.0,38.99245,-94.580749,RESOL,2019-12-02,Y
C2019195672,2019-11-21T18:22:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,617 E 74th St,Tower Homes,Jackson,64131.0,38.993378,-94.581578,RESOL,2019-12-02,Y
C2019195679,2019-11-21T18:35:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,8126 SUMMIT ST,West Waldo,Jackson,64114.0,38.980374,-94.599767,RESOL,2019-12-02,Y
C2019195681,2019-11-21T18:36:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,907 E 78th Ter,Tower Homes,Jackson,64131.0,38.985253,-94.577179,RESOL,2019-12-02,Y
C2020038027,2020-03-12T16:30:00Z,Health,Public Health,Food Establishment,Restaurant,6318 Brookside Plz,Morningside,Jackson,64113.0,39.013284,-94.590933,RESOL,2020-03-16,N
C2019195682,2019-11-21T18:37:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,7815 WASHINGTON ST,Ward Parkway,Jackson,64114.0,38.9863,-94.595293,RESOL,2019-12-02,Y
C2019195683,2019-11-21T18:39:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,7637 Belleview Ave,Ward Parkway,Jackson,64114.0,38.989668,-94.600902,RESOL,2019-12-02,Y
C2019195686,2019-11-21T18:49:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,7237 Madison Ave,Ward Parkway,Jackson,64114.0,38.996656,-94.599427,RESOL,2019-12-02,Y
C2019195687,2019-11-21T18:49:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,1275 W Gregory Blvd,Ward Parkway,Jackson,64114.0,38.999927,-94.606961,RESOL,2019-12-02,Y
C2019195688,2019-11-21T18:58:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,436 E 71st Ter,Tower Homes,Jackson,64131.0,38.998493,-94.582782,RESOL,2019-12-02,Y
C2019195690,2019-11-21T18:59:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,8001 Jarboe St,West Waldo,Jackson,64114.0,38.983398,-94.60243,RESOL,2019-12-02,Y
C2019195721,2019-11-22T07:45:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,811 E 72nd St,Tower Homes,Jackson,64131.0,38.996824,-94.577704,RESOL,2019-12-02,Y
C2019195722,2019-11-22T07:46:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,305 E 66th St,Armour Hills,Jackson,64113.0,39.00818,-94.584681,RESOL,2019-12-02,Y
C2019195727,2019-11-22T07:52:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,845 W Gregory Blvd,Ward Parkway,Jackson,64114.0,38.999618,-94.600563,RESOL,2019-12-02,Y
C2019195732,2019-11-22T07:54:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,104 E 69th St,Armour Hills,Jackson,64113.0,39.00346,-94.587384,RESOL,2019-12-02,Y
C2020039814,2020-03-17T12:17:00Z,Public Works,Streets / Roadways / Alleys,Street Clean Up,District 3,3401 E 55th St,North Town Fork Creek,Jackson,64130.0,39.025937,-94.545795,RESOL,2020-03-18,N
C2020039828,2020-03-17T12:34:00Z,NHS,Trash / Recycling,Services,Service Issue / Problem,8615 N Lewis Ave,Shoal Creek,Clay,64157.0,39.249083,-94.471115,RESOL,2020-03-18,N
C2020091021,2020-07-02T10:14:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,12301 E 45th St,Sterling Acres,Jackson,64133.0,39.039995,-94.43589,RESOL,2020-10-08,Y
C2020091023,2020-07-02T10:15:00Z,Water Services,Water,No Water / Pressure,No Water,3716 Locust St,Central Hyde Park,Jackson,64109.0,39.059281,-94.580449,RESOL,2020-07-02,N
C2020089446,2020-06-29T15:30:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,3160 Bell St,Volker,Jackson,64111.0,39.069965,-94.607084,RESOL,2020-06-30,N
C2019190039,2019-11-07T08:22:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,8620 Bristol Ave,Oldham Farms,Jackson,64138.0,38.967327,-94.506954,RESOL,2020-01-07,Y
C2020019600,2020-02-08T23:22:00Z,Health,Public Health,Noise,Other,425 Washington St,,Jackson,64105.0,39.108022,-94.589405,RESOL,2020-02-11,N
C2019190041,2019-11-07T08:23:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,8623 Bristol Ave,Oldham Farms,Jackson,64138.0,38.967083,-94.506337,RESOL,2020-01-07,Y
C2019197922,2019-11-28T04:40:00Z,NHS,Animals / Pets,Dead Animal,Street,11415 Ditman Ave,Ruskin Hills,Jackson,64134.0,38.914882,-94.491404,RESOL,2019-12-03,Y
C2019197926,2019-11-28T09:41:00Z,NHS,Animals / Pets,Dead Animal,Curb,11406 Crystal Ave,Ruskin Heights,Jackson,64134.0,38.916191,-94.506718,RESOL,2019-12-03,Y
C2020005295,2020-01-13T14:46:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,558 Harrison St,Columbus Park,Jackson,64106.0,39.108023,-94.57174,RESOL,2020-01-15,Y
C2020005297,2020-01-13T14:48:00Z,Public Works,Streets / Roadways / Alleys,Snow / Ice,District 2,5353 E 39th St,Vineyard,Jackson,64130.0,39.054189,-94.521643,RESOL,2020-01-14,N
C2018144715,2018-10-29T09:54:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,2638 Cypress Ave,East Community Team South,Jackson,64127.0,39.076821,-94.531235,RESOL,2020-06-29,Y
C2020000039,2020-01-01T12:58:00Z,City Managers Office,Government,Not Provided By KCMO,MODOT,237 W 4th St,River Market,Jackson,64105.0,35.797519,-103.890579,RESOL,2020-01-07,N
C2019198103,2019-12-01T23:34:00Z,NHS,Vehicles / Parking,Disabled/Unlicensed on Private Property,Car Private Property,900 Beardsley Rd,,Jackson,64105.0,39.102048,-94.594693,RESOL,2020-02-13,Y
C2020000056,2020-01-01T15:25:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,5511 Prospect Ave,North Town Fork Creek,Jackson,64130.0,39.026219,-94.554831,RESOL,2020-02-19,Y
C2019198064,2019-12-01T10:58:00Z,City Planning and Development,Signs,Commercial Signs / Ads,Billboard,400 E 5th St,River Market,Jackson,64106.0,39.109253,-94.578958,RESOL,2020-03-03,Y
C2019198142,2019-12-02T08:16:00Z,NHS,Trash / Recycling,Recycling,Missed by Contractor North,607 NE 82nd St,Jefferson Highlands,Clay,64118.0,39.242879,-94.57325,RESOL,2019-12-02,N
C2019198155,2019-12-02T08:29:00Z,NHS,Trash / Recycling,Recycling,Missed by Contractor North,3401 NE 49th Ter,Sherwood Estates,Clay,64119.0,39.183729,-94.539876,RESOL,2019-12-02,N
C2020001101,2020-01-03T12:12:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Damaged / Broken,4600 Madison Ave,West Plaza,Jackson,64111.0,39.04469,-94.597895,RESOL,2020-01-10,Y
C2020001312,2020-01-03T16:12:00Z,Water Services,Water,No Water / Pressure,Low Pressure,811 W 89th St,Western Hills,Jackson,64114.0,38.966935,-94.600859,CANC,2020-01-08,N
C2019198215,2019-12-02T09:18:00Z,NHS,Trash / Recycling,Recycling,Missed by Contractor North,4814 N Brighton Ave,Winnwood,Clay,64119.0,39.181339,-94.521936,RESOL,2019-12-02,N
C2020001456,2020-01-04T18:53:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 2,2500 West Pennway,Westside South,Jackson,64108.0,39.081996,-94.592207,RESOL,2020-01-08,Y
C2020001458,2020-01-04T20:36:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor South,10526 Palmer Ave,Hickman Mills South,Jackson,64134.0,38.932411,-94.500684,RESOL,2020-01-08,Y
C2019103700,2019-05-30T10:55:00Z,City Planning and Development,Property / Buildings / Construction,Land Use / Zoning Issue,Unapproved Land Use,416 N Chelsea Ave,North Indian Mound,Jackson,64123.0,39.117468,-94.524571,RESOL,2019-10-28,Y
C2020001447,2020-01-04T13:43:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,7331 Holmes Rd,Tower Homes,Jackson,64131.0,38.994261,-94.579788,RESOL,2020-01-31,Y
C2020001261,2020-01-03T15:17:00Z,Public Works,Storm Water / Sewer,Culvert,South,8500 E 77th St,Park Farms,Jackson,64138.0,38.985304,-94.490055,RESOL,2020-02-25,Y
C2019198252,2019-12-02T09:48:00Z,NHS,Trash / Recycling,Services,Feedback,1806 E 60th Ter,Citadel,Jackson,64130.0,39.017381,-94.564049,RESOL,2019-12-02,N
C2019198256,2019-12-02T10:02:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,9814 Lawndale Ave,Fairlane,Jackson,64137.0,38.946137,-94.523522,RESOL,2019-12-02,N
C2020001486,2020-01-05T13:14:00Z,Public Works,Sidewalks / Curbs / Ditch,Damage / Dis-Repair,Private Property (ROW),4400 Windsor Ave,North Indian Mound,Jackson,64123.0,39.114092,-94.530087,RESOL,2020-01-07,N
C2020034881,2020-03-08T19:07:00Z,Public Works,Lights / Signals,Street Light,Blinking,20 W 9th St,CBD Downtown,Jackson,64105.0,39.103907,-94.584069,RESOL,2020-03-11,N
C2019198267,2019-12-02T10:08:00Z,NHS,Trash / Recycling,Recycling,Missed by City,4126 Norledge Ave,Scarritt Point,Jackson,64123.0,39.116324,-94.532679,RESOL,2019-12-03,N
C2019198264,2019-12-02T10:07:00Z,NHS,Trash / Recycling,Bulky Pick Up,Missed Pick Up,418 N Oakley Ave,North Indian Mound,Jackson,64123.0,39.116722,-94.516435,RESOL,2019-12-03,N
C2020068379,2020-05-16T10:38:00Z,Fire,Public Safety,Fire,Smell or See Smoke,2317 Terrace St,Westside South,Jackson,64108.0,39.085381,-94.600403,RESOL,2020-06-02,N
C2019198257,2019-12-02T10:02:00Z,Health,Public Health,Services,Healthy Homes Information,6648 Lydia Ave,Neighbors United For Action,Jackson,64131.0,39.006221,-94.5707,RESOL,2020-02-24,Y
C2019198275,2019-12-02T10:13:00Z,Public Works,Streets / Roadways / Alleys,Other-Maintenance,District 2,1401 Bennington Ave,East Blue Valley,Jackson,64126.0,39.09423,-94.505187,RESOL,2019-12-02,N
C2020001627,2020-01-06T08:49:00Z,Public Works,Lights / Signals,Traffic Signal,Signal Pole Damage,2915 NE Vivion Rd,Sherwood Estates,Clay,64119.0,39.187753,-94.544745,RESOL,2020-01-07,N
C2019198271,2019-12-02T10:11:00Z,Public Works,Streets / Roadways / Alleys,Other-Maintenance,District 2,1310 E 10th St,Paseo West,Jackson,64106.0,39.102151,-94.566503,RESOL,2019-12-03,N
C2019198291,2019-12-02T10:22:00Z,NHS,Animals / Pets,Dead Animal,Curb,7608 E 49th St,Eastwood Hills East,Jackson,64129.0,39.035868,-94.495022,RESOL,2019-12-03,N
C2019198293,2019-12-02T10:23:00Z,NHS,Trash / Recycling,Dumping,Solid Waste Referral,102 Askew Ave,Scarritt Point,Jackson,64123.0,39.112881,-94.538918,RESOL,2020-01-30,Y
C2019198289,2019-12-02T10:20:00Z,Water Services,Trash / Recycling,Leaf / Brush,Missed Pick Up,6601 Oak St,Oak Meyer Gardens,Jackson,64131.0,39.008188,-94.583867,RESOL,2019-12-10,Y
C2020001774,2020-01-06T10:47:00Z,Water Services,Storm Water / Sewer,Sewer Backup / Leak,From Manhole,5035 N Antioch Rd,Antioch Acres,Clay,64119.0,39.185437,-94.547669,RESOL,2020-01-07,N
C2019198310,2019-12-02T10:43:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,8005 Park Ave,Marlborough Heights/Marlborough Pride,Jackson,64132.0,38.981726,-94.560993,OPEN,,N
C2020001869,2020-01-06T12:41:00Z,Water Services,Storm Water / Sewer,Sewer Backup / Leak,In A House,4043 Woodland Ave,Ivanhoe Southwest,Jackson,64130.0,39.05237,-94.562749,RESOL,2020-01-07,N
C2019198312,2019-12-02T10:44:00Z,Health,Public Health,Food Establishment,Convenience / Grocery Store,2101 E 39th St,Ivanhoe Southeast,Jackson,64130.0,39.05523,-94.559065,RESOL,2019-12-06,N
C2019198313,2019-12-02T10:46:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,8116 Olive St,Marlborough Heights/Marlborough Pride,Jackson,64132.0,38.978878,-94.560531,RESOL,2020-11-09,Y
C2019198301,2019-12-02T10:30:00Z,NHS,Trash / Recycling,Leaf / Brush,Dumping in Street,5417 Scarritt Ave,North Indian Mound,Jackson,64123.0,39.114095,-94.517752,RESOL,2020-03-13,Y
C2019198315,2019-12-02T10:47:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,3839 E 61st St,Swope Parkway-Elmwood,Jackson,64130.0,39.014481,-94.539873,RESOL,2020-05-26,Y
C2019198321,2019-12-02T10:50:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,4015 E 58th St,Swope Parkway-Elmwood,Jackson,64130.0,39.020298,-94.538875,RESOL,2020-08-17,Y
C2020001925,2020-01-06T13:20:00Z,Water Services,Water,No Water / Pressure,Low Pressure,1805 E 60th St,Citadel,Jackson,64130.0,39.017754,-94.564228,RESOL,2020-01-07,N
C2020001932,2020-01-06T13:26:00Z,Water Services,Storm Water / Sewer,Sewer Backup / Leak,Outside,7414 E 57th St,Coachlight Square,Jackson,64129.0,39.021175,-94.497869,RESOL,2020-01-07,N
C2020001944,2020-01-06T13:36:00Z,Water Services,Water,MFS Referral (Meter Field Services),Investigation,100 NE 93rd St,Sherrydale,Clay,64155.0,39.262492,-94.578379,CANC,2020-01-11,N
C2020001910,2020-01-06T13:10:00Z,Water Services,Storm Water / Sewer,Sewer Backup / Leak,In A House,2438 E 67th Ter,Blenheim Square Research Hospital,Jackson,64132.0,39.004672,-94.55716,RESOL,2020-01-14,Y
C2019198332,2019-12-02T10:59:00Z,NHS,Trash / Recycling,Bulky Pick Up,Missed Pick Up,5501 E 16th Ter,West Blue Valley,Jackson,64127.0,39.091333,-94.518148,RESOL,2019-12-03,N
C2020035901,2020-03-10T07:20:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,8605 N Harrison St,Gashland,Clay,64155.0,39.250629,-94.567374,RESOL,2020-03-12,Y
C2020002023,2020-01-06T15:05:00Z,Water Services,Streets / Roadways / Alleys,Street Clean Up,Sweeping Schedule,804 W 48th St,West Plaza,Jackson,64112.0,39.040859,-94.596629,RESOL,2020-01-29,Y
C2020002099,2020-01-06T16:23:00Z,Public Works,Sidewalks / Curbs / Ditch,Ditch,South,13208 Locust St,Martin City,Jackson,64145.0,38.887423,-94.59027,RESOL,2020-02-25,Y
C2020118411,2020-09-01T13:23:00Z,Water Services,Water,Leak,At Curb / In Yard,12000 E 57th St,Fairway Hills,Jackson,64133.0,39.018964,-94.43987,RESOL,2020-09-02,N
C2020068508,2020-05-17T18:35:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,220 W 18th St,Crossroads,Jackson,64108.0,39.092177,-94.587091,RESOL,2020-06-03,Y
C2020002060,2020-01-06T15:43:00Z,Water Services,Water,Leak,At Curb / In Yard,615 NE 45th Ter,Crestview,Clay,64116.0,39.176147,-94.573884,RESOL,2020-01-10,Y
C2020002116,2020-01-06T16:45:00Z,Water Services,Water,No Water / Pressure,Low Pressure,1805 E 60th St,Citadel,Jackson,64130.0,39.017754,-94.564228,RESOL,2020-01-07,N
C2020036018,2020-03-10T09:34:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,1612 NE 113th St,Nashua,Clay,64155.0,39.298158,-94.558153,RESOL,2020-03-12,Y
C2020036021,2020-03-10T09:39:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,5815 NW 108th Ct,KCI & 2nd Creek,Platte,64154.0,39.289993,-94.643526,RESOL,2020-03-12,Y
C2020036251,2020-03-10T13:11:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,6300 NW Cookingham Dr,KCI & 2nd Creek,Platte,64164.0,39.312624,-94.652788,RESOL,2020-03-12,Y
C2020002133,2020-01-06T17:01:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor South,7901 Belleview Ave,West Waldo,Jackson,64114.0,38.985177,-94.601183,RESOL,2020-01-07,N
C2020036266,2020-03-10T13:20:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,6411 N Hope Ave,Line Creek And Northern Heights,Platte,64151.0,39.210727,-94.609308,RESOL,2020-03-12,Y
C2020036303,2020-03-10T13:47:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,7904 NW 122nd St,KCI & 2nd Creek,Platte,64163.0,39.3148,-94.670787,RESOL,2020-03-12,Y
C2020036362,2020-03-10T14:25:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,8609 N Harrison St,Gashland,Clay,64155.0,39.250794,-94.567386,RESOL,2020-03-12,Y
C2020036403,2020-03-10T15:00:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,8712 N Harrison St,Gashland,Clay,64155.0,39.252119,-94.56803,RESOL,2020-03-12,Y
C2020002173,2020-01-06T19:40:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,2105 Madison Ave,Westside North,Jackson,64108.0,39.087466,-94.594493,RESOL,2020-01-10,N
C2020002281,2020-01-07T09:12:00Z,Public Works,Streets / Roadways / Alleys,Other-Maintenance,District 2,107 W 10th St,CBD Downtown,Jackson,64105.0,39.10198,-94.584593,RESOL,2020-01-07,N
C2020150323,2020-11-30T15:28:00Z,Water Services,Water,Quality,Taste,7428 N Liberty St,Barry Harbour,Clay,64118.0,39.230841,-94.598531,RESOL,2020-11-30,N
C2020101935,2020-07-24T16:24:00Z,City Managers Office,Sidewalks / Curbs / Ditch,Obstructed / Closure,ADA,720 Main St,CBD Downtown,Jackson,64105.0,39.104789,-94.583723,OPEN,,Y
C2020002201,2020-01-07T07:36:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,5644 Swope Pkwy,North Town Fork Creek,Jackson,64130.0,39.022606,-94.542141,RESOL,2020-03-09,Y
C2020101976,2020-07-24T17:26:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 2,8716 E 27th St,Western Blue Township,Jackson,64129.0,39.074844,-94.479881,RESOL,2020-09-30,Y
C2019185079,2019-10-26T06:28:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,3 Dunford Cir,Sunset Hill West,Jackson,64112.0,39.029851,-94.606881,RESOL,2019-10-28,N
C2020133445,2020-10-08T17:42:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,2140 E 15th Ter,18th And Vine And Downtown East,Jackson,64127.0,39.092845,-94.557653,RESOL,2020-10-12,N
C2020002394,2020-01-07T10:38:00Z,NHS,Animals / Pets,Cruelty or Neglect,Shelter / Food / Water,3031 E 27th St,Santa Fe,Jackson,64128.0,39.076573,-94.546485,RESOL,2020-01-07,N
C2020002411,2020-01-07T10:54:00Z,NHS,Animals / Pets,Wildlife,Inside,7439 Olive St,East Meyer 7,Jackson,64132.0,38.991319,-94.55921,RESOL,2020-01-07,N
C2020002343,2020-01-07T10:00:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,2908 Indiana Ave,Santa Fe,Jackson,64128.0,39.072032,-94.543898,RESOL,2020-01-13,N
C2020089022,2020-06-29T08:21:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,6020 Main St,Morningside,Jackson,64113.0,39.018228,-94.588398,RESOL,2020-06-30,N
C2020036816,2020-03-11T11:06:00Z,Public Works,Signs,Traffic Sign,Missing - Emergency,2801 E Linwood Blvd,Oak Park Northwest,Jackson,64128.0,39.067748,-94.550451,RESOL,2020-03-17,Y
C2020133454,2020-10-08T17:59:00Z,Water Services,Water,Pipeline Referral,Restoration,5653 N Manchester Ave,Gracemor-Randolph Corners,Clay,64119.0,39.197211,-94.487983,RESOL,2020-10-19,N
C2020133446,2020-10-08T17:43:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,7816 N Camden Ave,The Coves,Platte,64151.0,39.23677,-94.635484,RESOL,2020-10-10,Y
C2020036820,2020-03-11T11:08:00Z,Public Works,Signs,Street Name Signs,Missing,2801 E Linwood Blvd,Oak Park Northwest,Jackson,64128.0,39.067748,-94.550451,RESOL,2020-03-27,Y
C2020036823,2020-03-11T11:09:00Z,Public Works,Signs,Traffic Sign,Missing - Non-Emergency,2801 E Linwood Blvd,Oak Park Northwest,Jackson,64128.0,39.067748,-94.550451,RESOL,2020-03-27,Y
C2020002428,2020-01-07T11:06:00Z,Water Services,Water,MFS Referral (Meter Field Services),Investigation,12930 Blue Ridge Blvd,Mission Lake,Jackson,64146.0,38.890538,-94.5771,RESOL,2020-01-10,N
C2020133458,2020-10-08T18:10:00Z,Parks and Rec,Parks & Recreation,Park Maintenance,South,6601 Paseo,Blenheim Square Research Hospital,Jackson,64132.0,39.007054,-94.564488,RESOL,2020-10-12,N
C2020133461,2020-10-08T18:19:00Z,Public Works,Signs,Traffic Sign,Remove Sign,8521 N Highland Ave,Gashland,Clay,64155.0,39.248695,-94.558184,RESOL,2020-10-21,N
C2020133465,2020-10-08T18:26:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Damaged / Broken,4741 Central St,Country Club Plaza,Jackson,64112.0,39.041208,-94.589664,RESOL,2020-10-21,Y
C2020002413,2020-01-07T10:56:00Z,Public Works,Lights / Signals,Street Light,1 Light Out,8701 Holmes Rd,Santa Fe Hills,Jackson,64131.0,38.968182,-94.579206,RESOL,2020-01-09,N
C2020002434,2020-01-07T11:14:00Z,Water Services,Water,Leak,Meter,4118 E 59th St,Swope Parkway-Elmwood,Jackson,64130.0,39.018882,-94.537383,RESOL,2020-01-10,N
C2020002440,2020-01-07T11:22:00Z,Water Services,Water,Leak,Emergency Off / Flooding,6915 NW 77th Ter,Platte Ridge,Platte,64152.0,39.235351,-94.661467,RESOL,2020-01-10,Y
C2020133463,2020-10-08T18:23:00Z,Water Services,Water,No Water / Pressure,No Water,5507 N Flora Ave,Davidson,Clay,64118.0,39.193669,-94.560128,RESOL,2020-10-12,N
C2020002436,2020-01-07T11:17:00Z,Health,Animals / Pets,Rat Treatment,Inside Home,10012 Blue Ridge Blvd,Fairlane,Jackson,64134.0,38.942468,-94.508949,RESOL,2020-02-26,Y
C2020002421,2020-01-07T11:01:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,401 E 71st Ter,Tower Homes,Jackson,64131.0,38.998051,-94.584397,RESOL,2020-03-20,Y
C2020102432,2020-07-27T13:04:00Z,Public Works,Sidewalks / Curbs / Ditch,Obstructed / Closure,ADA,401 W 86th St,Western Hills,Jackson,64114.0,38.972379,-94.595476,RESOL,2020-07-29,N
C2020002444,2020-01-07T11:34:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,3866 E 61st St,Swope Parkway-Elmwood,Jackson,64130.0,39.015155,-94.538667,RESOL,2020-01-08,N
C2020002474,2020-01-07T12:00:00Z,City Managers Office,Trash / Recycling,Bulky Pick Up,Address Validation,2305 E 28th St,Key Coalition,Jackson,64109.0,39.075267,-94.555723,RESOL,2020-01-22,N
C2020002455,2020-01-07T11:43:00Z,Water Services,Water,Leak,Meter,8490 N Overland Ct,Coves North,Platte,64154.0,39.247437,-94.638856,RESOL,2020-01-10,N
C2020002475,2020-01-07T12:00:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,7929 Madison Ave,West Waldo,Jackson,64114.0,38.984161,-94.600061,RESOL,2020-09-23,Y
C2020133467,2020-10-08T18:28:00Z,Public Works,Signs,Traffic Sign,New Sign Request,4500 Madison Ave,West Plaza,Jackson,64111.0,39.045867,-94.597751,RESOL,2020-10-12,N
C2020002496,2020-01-07T12:27:00Z,NHS,Animals / Pets,Stray,At Large - Aggressive,1214 Lawndale Ave,West Blue Valley,Jackson,64127.0,39.097091,-94.516065,RESOL,2020-01-07,N
C2020102588,2020-07-27T15:49:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,9015 NE 80th Ter,Shoal Creek,Clay,64158.0,39.238649,-94.471364,RESOL,2020-07-29,N
C2020002492,2020-01-07T12:22:00Z,Health,Public Health,Services,Healthy Homes Information,1748 Topping Ave,Central Blue Valley And Park Tower Gardens,Jackson,64127.0,39.089747,-94.51592,RESOL,2020-01-09,N
C2020002485,2020-01-07T12:14:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,1319 W 41st St,Volker,Jackson,64111.0,39.054041,-94.602842,RESOL,2020-01-08,N
C2020002487,2020-01-07T12:15:00Z,NHS,Trash / Recycling,Recycling,Missed by City,1319 W 41st St,Volker,Jackson,64111.0,39.054041,-94.602842,RESOL,2020-01-08,N
C2020089079,2020-06-29T09:02:00Z,Water Services,Water,Pipeline Referral,Restoration,3426 Bales Ave,Palestine West And Oak Park Northeast,Jackson,64128.0,39.063119,-94.543166,RESOL,2020-09-22,Y
C2020002480,2020-01-07T12:11:00Z,Water Services,Storm Water / Sewer,Services,Call Back Request,704 E 61st St,Western 49-63,Jackson,64110.0,39.016947,-94.578517,RESOL,2020-01-09,N
C2020002484,2020-01-07T12:13:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,1010 W 80th St,West Waldo,Jackson,64114.0,38.983788,-94.602289,RESOL,2020-03-20,Y
C2020002479,2020-01-07T12:09:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,8028 Belleview Ave,West Waldo,Jackson,64114.0,38.981834,-94.602022,RESOL,2020-02-07,Y
C2020002512,2020-01-07T12:46:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,4013 Bales Ave,Oak Park Southeast,Jackson,64130.0,39.052744,-94.543016,OPEN,,N
C2020002522,2020-01-07T12:54:00Z,NHS,Animals / Pets,Stray,At Large - Non-Aggressive,4714 E 24th St,East Community Team South,Jackson,64127.0,39.082363,-94.527857,RESOL,2020-01-07,N
C2020089093,2020-06-29T09:21:00Z,Water Services,Water,No Water / Pressure,Low Pressure,3041 Askew Ave,Ingleside,Jackson,64128.0,39.07005,-94.541006,RESOL,2020-07-11,N
C2020002516,2020-01-07T12:50:00Z,Health,Public Health,Services,Healthy Homes Information,4707 NE Winn Rd,Glenhaven,Clay,64117.0,39.178956,-94.530784,RESOL,2020-01-09,N
C2020069020,2020-05-18T14:10:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,1304 W 50th St,Westwood,Jackson,64112.0,39.037487,-94.602594,RESOL,2020-06-04,N
